docs,validdate,text
BayVV_2129_0_U_13237.html,01.08.2022,"
    
     2129.0-URichtlinien für die staatliche Anerkennung und Förderung von Umweltstationen (FöR-UmwSt) Bekanntmachung des Bayerischen Staatsministeriums für Umwelt und Verbraucherschutzvom 11. August 2022, Az. 66h-U8040-2021/88-67(BayMBl. Nr. 495)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Umwelt und Verbraucherschutz über die Richtlinien für die staatliche Anerkennung und Förderung von Umweltstationen (FöR-UmwSt) vom 11. August 2022 (BayMBl. Nr. 495)
    
       1Das Bayerische Staatsministerium für Umwelt und Verbraucherschutz (StMUV) gewährt im Einvernehmen mit dem Bayerischen Staatsministerium der Finanzen und für Heimat und nach Anhörung des Bayerischen Obersten Rechnungshofs nach Maßgabe dieser Richtlinien und der allgemeinen haushaltsrechtlichen Bestimmungen, insbesondere der Art. 23 und 44 der Bayerischen Haushaltsordnung (BayHO) und der dazu erlassenen Verwaltungsvorschriften, Zuwendungen an staatlich anerkannte Umweltstationen für Bildungsarbeit im Sinn einer hochwertigen Bildung für nachhaltige Entwicklung und Umweltbildung (BNE/UB). 2Es werden nur nichtwirtschaftliche Tätigkeiten gefördert. 3Die Förderung erfolgt ohne Rechtsanspruch im Rahmen der verfügbaren Haushaltsmittel.
    
    
    
    
    
  
"
BayVV_2129_0_U_562.html,01.06.2016,"
    
  
  
  
    
      
      
        Allgemeine Verwaltungsvorschriften zum Umweltinformationsrecht (UIGVV)
        
					AllMBl. 2016 S. 1539
        
          
			
				2129.0-U
			
			 
			
				Allgemeine Verwaltungsvorschriften zum Umweltinformationsrecht 
			
			
				(UIGVV)
			
			 
			
				Bekanntmachung des Bayerischen Staatsministeriums 
			
			
				für Umwelt und Verbraucherschutz
			
			 
			
				vom 21. April 2016, Az. 22a-U8023-2016/1-4
			
			 
			 
			Das Bayerische Staatsministerium für Umwelt und Verbraucherschutz erlässt zur Ausführung des Bayerischen Umweltinformationsgesetzes (BayUIG) vom 8. Dezember 2006 (GVBl. S. 933, BayRS 2129-1-4-U) im Benehmen mit der Bayerischen Staatskanzlei und den Bayerischen Staatsministerien folgende Bekanntmachung:
			 
		
    
  

"
BayVV_2132_3_B_13011.html,01.06.2022,"
    2132.3-BVollzug des Art. 81a Abs. 1 Satz 1 der Bayerischen Bauordnung (BayBO); Bayerische Technische Baubestimmungen (BayTB)1 Bekanntmachung des Bayerischen Staatsministeriums für Wohnen, Bau und Verkehrvom 25. April 2022, Az. 28-4130-3-8(BayMBl. Nr. 334)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Wohnen, Bau und Verkehr über den Vollzug des Art. 81a Abs. 1 Satz 1 der Bayerischen Bauordnung (BayBO); Bayerische Technische Baubestimmungen (BayTB) vom 25. April 2022 (BayMBl. Nr. 334)
    Anlage:
            Bayerische Technische Baubestimmungen (BayTB) – Ausgabe Juni 2022
    
    
    
    
    
    
  1 [Amtl. Anm.:] Die Verpflichtungen aus der Richtlinie (EU) 2015/1535 sind beachtet.
"
BayVV_215_I_2279.html,17.07.2017,"
    
  
  
  
    
      
      
        215-IAlarmierung im Rettungsdienst, Brand- und Katastrophenschutz in Bayern (Alarmierungsbekanntmachung – ABek)
        
					
					Bekanntmachung des Bayerischen Staatsministeriums des Innern, für Bau und Verkehrvom 12. Juli 2016, Az. ID2-2225-2-2-1
        (AllMBl. S. 1575)
        Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums des Innern, für Bau und Verkehr über die Alarmierung im Rettungsdienst, Brand- und Katastrophenschutz in Bayern (Alarmierungsbekanntmachung – ABek) vom 12. Juli 2016 (AllMBl. S. 1575), die durch Bekanntmachung vom 29. Juli 2020 (BayMBl. Nr. 461) geändert worden ist
        
        
        
        
        
        
        
      
    
  

"
BayVV_2155_I_11786.html,01.03.2021,"
    
  
  
  
    
      
      
        2155-IRichtlinie für Zuwendungen des Freistaates Bayern zur Anschaffung von Automatisierten Externen Defibrillatoren zur Laienreanimation (AED-Förderrichtlinie)
        
					
					Bekanntmachung des Bayerischen Staatsministeriums des Innern, für Sport und Integrationvom 17. Dezember 2020, Az. D3-2287-13-6
        (BayMBl. 2021 Nr. 87)
        Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums des Innern, für Sport und Integration über die Richtlinie für Zuwendungen des Freistaates Bayern zur Anschaffung von Automatisierten Externen Defibrillatoren zur Laienreanimation (AED-Förderrichtlinie) vom 17. Dezember 2020 (BayMBl. 2021 Nr. 87)
        
          
			
				1Der Freistaat Bayern fördert die Anschaffung von Automatisierten Externen Defibrillatoren (AED) zur Laienreanimation nach Maßgabe dieser Richtlinie und der allgemeinen haushaltsrechtlichen Bestimmungen, insbesondere der Art. 23 und 44 BayHO sowie der dazu erlassenen Verwaltungsvorschriften (VV). 2Die Förderung erfolgt als freiwillige Leistung des Staates ohne Rechtsanspruch im Rahmen der verfügbaren Haushaltsmittel.
		
    
  

"
BayVV_2174_A_12788.html,10.03.2022,"
    
    2174-ARichtline für die Förderung von Frauenhäusern, Fachberatungsstellen (Notrufe) und Interventionsstellen in Bayern Bekanntmachung des Bayerischen Staatsministeriums für Familie, Arbeit und Sozialesvom 24. Februar 2022, Az. VI4/6865-1/227(BayMBl. Nr. 164)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Familie, Arbeit und Soziales über die Richtline für die Förderung von Frauenhäusern, Fachberatungsstellen (Notrufe) und Interventionsstellen in Bayern vom 24. Februar 2022 (BayMBl. Nr. 164)
    
       1Der Freistaat Bayern gewährt nach Maßgabe dieser Richtlinie und der allgemeinen haushaltsrechtlichen Bestimmungen (insbesondere Art. 23, 44 der Bayerischen Haushaltsordnung – BayHO und der dazu erlassenen Verwaltungsvorschriften) Zuschüsse zur Förderung des Hilfeangebotes für von häuslicher und/oder sexualisierter Gewalt betroffene Frauen und ihre Kinder. 2Dieses besteht aus
      –
        
          Frauenhäusern,
        
        
        –
        
          Fachberatungsstellen (Notrufe),
        
        
        –
        
          Interventionsstellen.
        
        
       3Die Richtlinie erfolgt in Umsetzung des Übereinkommens des Europarats zur Verhütung und Bekämpfung von Gewalt gegen Frauen und häuslicher Gewalt (sogenannte Istanbul-Konvention), das darauf abzielt, Frauen vor allen Formen von geschlechtsspezifischer Gewalt und häuslicher Gewalt, die Frauen unverhältnismäßig stark betrifft, zu schützen. 4Grundlage der Gewaltbegriffe ist die Definition in Artikel 3 der Istanbul Konvention.
       5Die Förderung erfolgt ohne Rechtsanspruch im Rahmen der verfügbaren Haushaltsmittel.
    
    
    
    
    
  
"
BayVV_2190_F_126.html,20.05.1981,"
    
  
  
  
    
      
      
        2190-FAktenaussonderung bei den Vermessungsämtern
        
					
					Bekanntmachung des Bayerischen Staatsministeriums der Finanzenvom 20. Mai 1981, Az. 72 - Vm 1012 - 30 649
        (FMBl. S. 262)
        Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums der Finanzen über die Aktenaussonderung bei den Vermessungsämtern vom 20. Mai 1981 (FMBl. S. 262)
        
          
			Über die Aussonderung von Akten bei den staatlichen Vermessungsämtern wird mit Bezug auf die Bekanntmachung über Aktenaussonderung vom 31. März 1932 (BayBS I S. 195) Folgendes bestimmt:
		
    
  

"
BayVV_2230_1_1_1_1_0_K_12367.html,01.09.2021,"
    
  
  
  
    
      
      
        2230.1.1.1.1.0-KAlltagskompetenzen – Schule fürs Leben
        
					
					Bekanntmachung des Bayerischen Staatsministeriums für Unterricht und Kultusvom 27. August 2021, Az. VII.3-BS4400-6a.79 344
        (BayMBl. Nr. 705)
        Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Unterricht und Kultus über die Alltagskompetenzen – Schule fürs Leben vom 27. August 2021 (BayMBl. Nr. 705)
        
          
			
				1Die Stärkung des Lebenswelt- und Praxisbezugs ist ein zentraler Auftrag an die schulische Bildung. 2Ein wichtiger Beitrag auf dem Weg der jungen Menschen ins Erwachsenenalter ist die Förderung der Alltagskompetenzen. 3Sie umfassen die Kompetenzen, die im Privat- und im Erwerbsleben benötigt werden, um das eigene Leben selbständig und sinnvoll zu gestalten. 4Dabei haben die Themen der Ernährungs- und Gesundheitsbildung, der Verbraucherbildung (einschließlich Finanzkompetenz), der Lebensvorsorge sowie einer umweltbewussten und nachhaltigen Lebensführung besondere Bedeutung. 5Kompetenter Umgang mit digitalen Medien und Anwendungen ist hierbei nicht mehr wegzudenken.
			
				6Auch in der Folge der Neufassung der schulischen Bildungs- und Erziehungsziele in Art. 2 Abs. 1 BayEUG als „Verantwortungsbewusstsein für die Umwelt und Verständnis für die Zusammenhänge nachhaltiger Entwicklung, gesunder Ernährung und verantwortungsvoller landwirtschaftlicher Erzeugung“ im Zusammenhang mit dem Zweiten Gesetz zugunsten der Artenvielfalt und Naturschönheit in Bayern (Gesamtgesellschaftliches Artenschutzgesetz – Versöhnungsgesetz) strebt das Staatsministerium für Unterricht und Kultus an allen Schularten eine noch umfassendere Verankerung dieses Themenkomplexes im Schulleben an.
			
				7Durch die neue Dachmarke „Schule fürs Leben“ wird der weitgespannte Themenbereich sichtbar, wirksam und nachhaltig akzentuiert.
		
    
  

"
BayVV_2230_1_1_1_K_13253.html,01.09.2022,"
    
    2230.1.1.1-KVollzug der Bayerischen Schulordnung (BaySchO)Allgemeinverfügung zur Änderung der Schulordnungen in Folge der Corona-Pandemie Bekanntmachung des Bayerischen Staatsministeriums für Unterricht und Kultusvom 22. August 2022, Az. II.1-BS4610.2/34(BayMBl. Nr. 493)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Unterricht und Kultus über den Vollzug der Bayerischen Schulordnung (BaySchO) Allgemeinverfügung zur Änderung der Schulordnungen in Folge der Corona-Pandemie vom 22. August 2022 (BayMBl. Nr. 493)
    
      Das Bayerische Staatsministerium für Unterricht und Kultus erlässt auf der Grundlage des § 46b Abs. 1 Satz 1 und 3 Bayerische Schulordnung (BaySchO) vom 1. Juli 2016 (GVBl. S. 164, 241, BayRS 2230-1-1-1-K), die zuletzt durch § 1 Verordnung vom 1. August 2022 (GVBl. S. 494) geändert worden ist, folgende
    
    
    
  
"
BayVV_2230_UK_281.html,15.12.2021,"
    
    2230-KSchulberatung in Bayern Bekanntmachung des Bayerischen Staatsministeriums für Unterricht und Kultusvom 29. Oktober 2001, Az. VI/9-S4305-6/40 922(KWMBl. I S. 454)(StAnz. Nr. 47)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Unterricht und Kultus über die Schulberatung in Bayern vom 29. Oktober 2001 (KWMBl. I S. 454, StAnz. Nr. 47), die zuletzt durch Bekanntmachung vom 2. Dezember 2021 (BayMBl. Nr. 882) geändert worden ist
    
      Im Vollzug des Art. 78 Abs. 3 des Bayerischen Gesetzes über das Erziehungs- und Unterrichtswesen (BayEUG) erlässt das Bayerische Staatsministerium für Unterricht und Kultus folgende Richtlinien für die Schulberatung in Bayern:
      In der folgenden Bekanntmachung sind Schulleiterinnen und Schulleiter, Schulpsychologinnen und Schulpsychologen sowie Schülerinnen und Schüler angesprochen. Im Text ist einfach von „Schulleitern“, „Schulpsychologen“ und „Schülern“ die Rede.
    
    
    
    
    
  
"
BayVV_2240_K_823.html,01.01.2009,"
    
  
  
  
    
      
      
        
				Abgabe amtlicher Veröffentlichungen an Bibliotheken (Abgabe Bibliotheken – Abg-Bibl)
        
					
					
				
        
					KWMBl. 2009 S. 27
        
					JMBl. 2009 S. 2
        
					AllMBl. 2008 S. 818
        
          
			
				2240-WK
			
			 
			
				Abgabe amtlicher Veröffentlichungen an Bibliotheken 
			
			
				(Abgabe Bibliotheken – Abg-Bibl)
			
			 
			
				Bekanntmachung der Bayerischen Staatsregierung
			
			 
			
				vom 2. Dezember 2008 Az.: B II 2-480-30
			
			 
			 
			1.
						Amtliche Veröffentlichungen
					
			"
BayVV_2246_WK_1022.html,01.01.2019,"
    
    2246-WKNeufassung der Grundordnung für die Bayerischen Staatstheater Bekanntmachung des Bayerischen Staatsministeriums für Wissenschaft und Kunstvom 26. September 2018, Az. K.2-K1445.2-12b/75 306(KWMBl. S. 387)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Wissenschaft und Kunst über die Neufassung der Grundordnung für die Bayerischen Staatstheater vom 26. September 2018 (KWMBl. S. 387)
    
    
    
    
    
    
    
  
"
BayVV_2253_D_12245.html,28.07.2022,"
    
    2253-DRichtlinien für die Vergabe des Bayerischen Filmpreises Bekanntmachung des Bayerischen Staatsministeriums für Digitalesvom 13. Juli 2021, Az. StMD-A5-3830-3-5(BayMBl. Nr. 528)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Digitales über die Richtlinien für die Vergabe des Bayerischen Filmpreises vom 13. Juli 2021 (BayMBl. Nr. 528), die durch Bekanntmachung vom 15. Juli 2022 (BayMBl. Nr. 440) geändert worden ist
    
      Das Bayerische Staatsministerium für Digitales erlässt im Einvernehmen mit dem Bayerischen Staatsministerium der Finanzen und für Heimat folgende Richtlinien:
    
    
    
    
    
    
    
  
"
BayVV_2330_B_12898.html,01.04.2022,"
    
     2330-BWohnraumförderungsbestimmungen 2022 (WFB 2022) Bekanntmachung des Bayerischen Staatsministeriums für Wohnen, Bau und Verkehrvom 16. März 2022, Az. 31-4731.1-2-8(BayMBl. Nr. 204)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Wohnen, Bau und Verkehr über die Wohnraumförderungsbestimmungen 2022 (WFB 2022) vom 16. März 2022 (BayMBl. Nr. 204)
    
    
    
    
    
    
    
    
  
"
BayVV_235_B_10303.html,06.08.2019,"
    
  
  
  
    
      
      
        235-BAllgemeinverfügung zur Genehmigung der „Richtlinien des Landesverbandes Bayerischer Kleingärtner e.V. für die Bewertung von Anpflanzungen und Anlagen in Kleingärten nach § 11 Abs. 1 Bundeskleingartengesetz (BKleingG) – Bewertungsrichtlinien – Neufassung, gültig ab 06. August 2019“
        
					
					Bekanntmachung des Bayerischen Staatsministeriums für Wohnen, Bau und Verkehrvom 18. März 2019, Az. 34-4709.9-2-1
        (BayMBl. Nr. 122)
        Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Wohnen, Bau und Verkehr über die Allgemeinverfügung zur Genehmigung der „Richtlinien des Landesverbandes Bayerischer Kleingärtner e.V. für die Bewertung von Anpflanzungen und Anlagen in Kleingärten nach § 11 Abs. 1 Bundeskleingartengesetz (BKleingG) – Bewertungsrichtlinien – Neufassung, gültig ab 06. August 2019“ vom 18. März 2019 (BayMBl. Nr. 122)
        
        
        
        
        
        
      
    
  

"
BayVV_3122_2_3_J_321.html,01.07.1977,"
    
     3122.2.3-JRichtlinien zur Jugendarrestvollzugsordnung (RiJAVollzO) Bekanntmachung des Bayerischen Staatsministeriums der Justizvom 1. Juni 1977, Az. 4411 - VII a - 2921/76(JMBl. S. 184)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums der Justiz über die Richtlinien zur Jugendarrestvollzugsordnung (RiJAVollzO) vom 1. Juni 1977 (JMBl. S. 184)
    
      
        I. 
      
      Die Landesjustizverwaltungen haben zu der Verordnung über den Vollzug des Jugendarrestes (JAVollzO) vom 12. August 1966 (BGBl I S. 505), geändert durch Verordnung vom 18. August 1976 (BGBl I S. 2349), in der Bekanntmachung vom 30. November 1976 (BGBl I S. 3270), die Neufassung der nachstehend veröffentlichten Richtlinien (RiJAVollzO) vereinbart.
      Die Richtlinien zu der Verordnung über den Vollzug des Jugendarrestes werden mit Wirkung vom 1. Juli 1977 für das Land Bayern in Kraft gesetzt. 
      
        II. 
      
      Mit dem In-Kraft-Treten der Richtlinien zu der Verordnung über den Vollzug des Jugendarrestes wird die Bekanntmachung über die Einführung von Richtlinien zur Verordnung über den Vollzug des Jugendarrestes (RiJAVollzO) vom 1. September 1966 (JMBl S. 107) aufgehoben.
    
    
  
"
BayVV_360_J_243.html,01.01.2021,"
    
    360-JVereinbarung des Bundes und der Länder über den Ausgleich von Kosten in Verfahren vor den Gerichten Bekanntmachung des Bayerischen Staatsministeriums der Justizvom 11. Juli 2001, Az. 5600 - VI - 890/98(JMBl. S. 125)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums der Justiz über die Vereinbarung des Bundes und der Länder über den Ausgleich von Kosten in Verfahren vor den Gerichten vom 11. Juli 2001 (JMBl. S. 125), die zuletzt durch Bekanntmachung vom 21. Dezember 2020 (BayMBl. 2021 Nr. 28, Nr. 42) geändert worden ist
    
      I.
      Die Bundesrepublik Deutschland und die Länder haben die nachstehende Vereinbarung über den Ausgleich von Kosten getroffen. Die Vereinbarung ist nach ihrem Abschnitt VIII Absatz 1 am 1. Juli 2001 in Kraft getreten.
      II.
      Die Bekanntmachungen
      •
        
          über die Bewilligung von Reiseentschädigungen an mittellose Personen und von Vorschusszahlungen an Zeugen und Sachverständige in Verfahren vor den Gerichten für Arbeitssachen vom 1. März 1961 (JMBl S. 29), geändert durch JMBek vom 20. April 1978 (JMBl S. 69),
        
        
        •
        
          über den Ausgleich von Kosten in Verfahren vor den Gerichten für Arbeitssachen und den ordentlichen Gerichten vom 15. Dezember 1966 (JMBl S. 209) und
        
        
        •
        
          zur Vereinbarung des Bundes und der Länder über den Ausgleich von Kosten vom 26. Juli 1994 (JMBl S. 235)
        
        
      werden mit Wirkung vom 1. Juli 2001 aufgehoben.
    
    
  
"
BayVV_605_B_10243.html,31.12.2021,"
    
     605-BRichtlinien für Zuwendungen des Freistaates Bayern zu Straßen- und Brückenbauvorhaben kommunaler Baulastträger (RZStra) Gemeinsame Bekanntmachung der Bayerischen Staatsministerien für Wohnen, Bau und Verkehr und der Finanzen und für Heimatvom 21. Dezember 2018, Az. 43-43271-5-1(BayMBl. 2019 Nr. 91)
    Zitiervorschlag: Gemeinsame Bekanntmachung der Bayerischen Staatsministerien für Wohnen, Bau und Verkehr und der Finanzen und für Heimat über die Richtlinien für Zuwendungen des Freistaates Bayern zu Straßen- und Brückenbauvorhaben kommunaler Baulastträger (RZStra) vom 21. Dezember 2018 (BayMBl. 2019 Nr. 91), die durch Bekanntmachung vom 18. November 2021 (BayMBl. Nr. 893) geändert worden ist
    
      Regierungen
      Staatliche Bauämter mit Straßenbauaufgaben
      Landkreise
      Städte
      Gemeinden
       nachrichtlich 
      Autobahndirektionen
       1Der Freistaat Bayern gewährt in Verbindung mit dem
      –
        
           Bayerischen Gemeindeverkehrsfinanzierungsgesetz (BayGVFG) und dem
        
        
        –
        
           Bayerischen Finanzausgleichsgesetz (BayFAG) sowie
        
        
        –
        
          den haushaltsrechtlichen Bestimmungen, insbesondere den Verwaltungsvorschriften zu Art. 44 der Bayerischen Haushaltsordnung (BayHO),
        
        
      nach Maßgabe dieser Richtlinien Zuwendungen für kommunale Straßen- und Brückenbauvorhaben. 2Die Förderung erfolgt ohne rechtliche Verpflichtung im Rahmen der für diese Zwecke verfügbaren Haushaltsmittel.
    
    
    
    
    
    
    
  
"
BayVV_6410_F_121.html,04.08.1960,"
    
    6410-BBezeichnung des Freistaates Bayern im Grundbuch Bekanntmachung des Bayerischen Staatsministeriums der Finanzenvom 4. August 1960, Az. B 2221 - 60 908(FMBl. S. 895)(StAnz. Nr. 33)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums der Finanzen über die Bezeichnung des Freistaates Bayern im Grundbuch vom 4. August 1960 (FMBl. S. 895)
    
    
    
  
"
BayVV_7072_1_W_13128.html,01.07.2022,"
    
     7072.1-WRichtlinien zur Förderung von öffentlichen touristischen Infrastruktureinrichtungen (RÖFE) Bekanntmachung des Bayerischen Staatsministeriums für Wirtschaft, Landesentwicklung und Energievom 22. Juni 2022, Az. 73-3360/10/10(BayMBl. Nr. 403)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Wirtschaft, Landesentwicklung und Energie über die Richtlinien zur Förderung von öffentlichen touristischen Infrastruktureinrichtungen (RÖFE) vom 22. Juni 2022 (BayMBl. Nr. 403)
    
       1Der Freistaat Bayern gewährt Zuwendungen für Infrastrukturmaßnahmen des Tourismus nach Maßgabe
      –
        
          dieser Richtlinien,
        
        
        –
        
          der allgemeinen haushaltsrechtlichen Bestimmungen, insbesondere Art. 23 und 44 der Bayerischen Haushaltsordnung (BayHO) und der dazu erlassenen Verwaltungsvorschriften, insbesondere Nr. 14 VV zu Art. 44 BayHO sowie Art. 48, 49 und 49a des Bayerischen Verwaltungsverfahrensgesetzes (BayVwVfG),
        
        
        –
        
          der Verordnung (EU) Nr. 651/2014 (Allgemeine Gruppenfreistellungsverordnung – AGVO),
        
        
        –
        
          der Verordnung (EU) Nr. 1407/2013 (De-minimis-Verordnung),
        
        
        –
        
          der Vorschriften des jeweils geltenden Koordinierungsrahmens der Gemeinschaftsaufgabe „Verbesserung der regionalen Wirtschaftsstruktur“ (GRW), sofern die Förderung aus Mitteln der GRW (ko-)finanziert wird,
        
        
        –
        
          der Vorschriften der einschlägigen EU-Bestimmungen, sofern die Förderung aus Mitteln des „Europäischen Fonds für regionale Entwicklung (EFRE)“ (ko-)finanziert wird.
        
        
       2Die Förderung erfolgt ohne Rechtsanspruch im Rahmen der verfügbaren Haushaltsmittel und nach den Grundsätzen der Wirtschaftlichkeit und Sparsamkeit gem. Art. 7 BayHO.
    
    
    
    
    
  
"
BayVV_7537_U_10497.html,20.05.2020,"
    
  
  
  
    
      
      
        7537-UAlarmpläne Gewässerökologie Bayern
        
					
					Bekanntmachung des Bayerischen Staatsministeriums für Umwelt und Verbraucherschutzvom 4. Mai 2020, Az. 54c-U-4472.3-2017/1-2
        (BayMBl. Nr. 283)
        Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Umwelt und Verbraucherschutz über die Alarmpläne Gewässerökologie Bayern vom 4. Mai 2020 (BayMBl. Nr. 283)
        
        
        
        
        
        
      
    
  

"
BayVV_7538_U_11673.html,01.04.2021,"
    
     7538-URichtlinien für Zuwendungen zu wasserwirtschaftlichen Vorhaben (RZWas 2021) Bekanntmachung des Bayerischen Staatsministeriums für Umwelt und Verbraucherschutzvom 9. Dezember 2020, Az. 58g-U4450-2020/1-95(BayMBl. Nr. 782)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Umwelt und Verbraucherschutz über die Richtlinien für Zuwendungen zu wasserwirtschaftlichen Vorhaben (RZWas 2021) vom 9. Dezember 2020 (BayMBl. Nr. 782), die durch Bekanntmachung vom 13. Dezember 2021 (BayMBl. 2022 Nr. 16) geändert worden ist
    
      Aufgrund des Beschlusses 18/9214 des Bayerischen Landtags vom 9. Juli 2020 sind die Richtlinien des Bayerischen Staatsministeriums für Umwelt und Verbraucherschutz für Zuwendungen zu wasserwirtschaftlichen Vorhaben (RZWas 2018) vom 8. Oktober 2018 (AllMBl S. 929) aufzuheben und folgende neue RZWas 2021 mit folgenden Eckpunkten bekannt zu machen:
      –
        
          Geltungsdauer der RZWas 2021 von 1. April 2021 bis 31. Dezember 2024,
        
        
        –
        
          Einführung von Zuwendungsbescheiden mit vier Jahren Laufzeit im Anhang Teil B,
        
        
        –
        
          Einschränkung der Förderung im Anhang Teil B auf Kommunen mit weniger als 20 000 Einwohner,
        
        
        –
        
          moderate Absenkung der Mindestfördersätze im Anhang Teil B und
        
        
        –
        
          Einführung einer Deckelung der Zuwendungen im Anhang Teil B auf 1 Million Euro je Gemeinde und Jahr sowie auf 3 Millionen Euro für Vorhaben nach den Nrn. 2.2.2 und 2.2.3.
        
        
        –
        
          Erweiterung der Förderung im Bereich nichtstaatlicher Wasserbau um die Komponente „Konzepte zum kommunalen Sturzflut-Risikomanagement“.
        
        
      Darüber hinaus erfolgt eine Aktualisierung im Zuge der Änderung der VV zu Art. 44 BayHO.
    
    
    
    
    
    
  
"
